uf,municipio,evento,feminino,masculino,total_vitima,total,ano,mes,dia_semana,latitude,longitude
CE,SOBRAL,Feminicídio,1.0,0.0,1.0,,2020,9,Terça,-3.6879135,-40.3456372
DF,CEILÂNDIA,Feminicídio,1.0,0.0,1.0,,2020,9,Terça,-15.8173391,-48.1045766
ES,VITÓRIA,Feminicídio,1.0,0.0,1.0,,2020,9,Terça,-20.3200917,-40.3376682
GO,ANÁPOLIS,Feminicídio,1.0,0.0,1.0,,2020,9,Terça,-16.3332828,-48.9525756
GO,HIDROLÂNDIA,Feminicídio,1.0,0.0,1.0,,2020,9,Terça,-16.9671342,-49.22826
GO,VILA PROPÍCIO,Feminicídio,1.0,0.0,1.0,,2020,9,Terça,-15.4558431,-48.8855024
MA,BARRA DO CORDA,Feminicídio,1.0,0.0,1.0,,2020,9,Terça,-5.496823,-45.248496
MA,CAROLINA,Feminicídio,1.0,0.0,1.0,,2020,9,Terça,-7.3313437,-47.4738762
MA,IMPERATRIZ,Feminicídio,1.0,0.0,1.0,,2020,9,Terça,-5.5269279,-47.478115
MA,LAGOA DO MATO,Feminicídio,1.0,0.0,1.0,,2020,9,Terça,-6.04865,-43.5273907
MA,PEDREIRAS,Feminicídio,1.0,0.0,1.0,,2020,9,Terça,-4.5687989,-44.6003029
MA,SANTA LUZIA,Feminicídio,1.0,0.0,1.0,,2020,9,Terça,-3.9633675,-45.6637956
MA,SÃO DOMINGOS DO MARANHÃO,Feminicídio,1.0,0.0,1.0,,2020,9,Terça,-5.5799743,-44.3841617
MA,TURILÂNDIA,Feminicídio,1.0,0.0,1.0,,2020,9,Terça,-2.2226922,-45.3061308
MG,ALÉM PARAÍBA,Feminicídio,1.0,0.0,1.0,,2020,9,Terça,-21.8760576,-42.6810473
MG,ARINOS,Feminicídio,1.0,0.0,1.0,,2020,9,Terça,-15.917223,-46.106111
MG,BARBACENA,Feminicídio,1.0,0.0,1.0,,2020,9,Terça,-21.2254524,-43.7735087
MG,BELO HORIZONTE,Feminicídio,1.0,0.0,1.0,,2020,9,Terça,-19.9227318,-43.9450948
MG,CORINTO,Feminicídio,1.0,0.0,1.0,,2020,9,Terça,-18.363056,-44.456111
MG,ITANHANDU,Feminicídio,1.0,0.0,1.0,,2020,9,Terça,-22.2957913,-44.9366732
MG,JUIZ DE FORA,Feminicídio,1.0,0.0,1.0,,2020,9,Terça,-21.7609533,-43.3501129
MG,TRÊS PONTAS,Feminicídio,1.0,0.0,1.0,,2020,9,Terça,-21.3686224,-45.5122937
MG,UNAÍ,Feminicídio,1.0,0.0,1.0,,2020,9,Terça,-16.3628767,-46.892413
MS,BONITO,Feminicídio,1.0,0.0,1.0,,2020,9,Terça,-21.1264766,-56.4902208
MS,CAMPO GRANDE,Feminicídio,1.0,0.0,1.0,,2020,9,Terça,-20.4640173,-54.6162947
MS,LAGUNA CARAPÃ,Feminicídio,1.0,0.0,1.0,,2020,9,Terça,-22.5549233,-55.1505549
MS,NOVA ALVORADA DO SUL,Feminicídio,1.0,0.0,1.0,,2020,9,Terça,-21.4587274,-54.3760634
MT,CUIABÁ,Feminicídio,2.0,0.0,2.0,,2020,9,Terça,-15.5986686,-56.0991301
MT,PONTES E LACERDA,Feminicídio,1.0,0.0,1.0,,2020,9,Terça,-15.2315171,-59.3349512
MT,SANTA CRUZ DO XINGU,Feminicídio,1.0,0.0,1.0,,2020,9,Terça,-10.1533447,-52.392016
PA,ANANINDEUA,Feminicídio,1.0,0.0,1.0,,2020,9,Terça,-1.374035,-48.4016623
PA,BARCARENA,Feminicídio,1.0,0.0,1.0,,2020,9,Terça,-1.5107945,-48.6190679
PA,MOJU,Feminicídio,1.0,0.0,1.0,,2020,9,Terça,-1.889926,-48.766765
PA,ORIXIMINÁ,Feminicídio,1.0,0.0,1.0,,2020,9,Terça,-1.7669992,-55.868285
PB,BAYEUX,Feminicídio,1.0,0.0,1.0,,2020,9,Terça,-7.1301631,-34.936532
PB,JOÃO PESSOA,Feminicídio,1.0,0.0,1.0,,2020,9,Terça,-7.1215981,-34.882028
PB,JURIPIRANGA,Feminicídio,1.0,0.0,1.0,,2020,9,Terça,-7.3743307,-35.2396
PB,POÇO DE JOSÉ DE MOURA,Feminicídio,1.0,0.0,1.0,,2020,9,Terça,-6.5744099,-38.5114566
PB,SOLÂNEA,Feminicídio,1.0,0.0,1.0,,2020,9,Terça,-6.7540351,-35.6621943
PE,AFOGADOS DA INGAZEIRA,Feminicídio,1.0,0.0,1.0,,2020,9,Terça,-7.7481283,-37.6346614
PE,BEZERROS,Feminicídio,1.0,0.0,1.0,,2020,9,Terça,-8.2372132,-35.7558262
PE,CEDRO,Feminicídio,1.0,0.0,1.0,,2020,9,Terça,-7.7186318,-39.2363385
PE,FERREIROS,Feminicídio,1.0,0.0,1.0,,2020,9,Terça,-7.449667,-35.2426004
PE,GARANHUNS,Feminicídio,1.0,0.0,1.0,,2020,9,Terça,-8.8905889,-36.4930896
PE,RECIFE,Feminicídio,1.0,0.0,1.0,,2020,9,Terça,-8.0584933,-34.8848193
PE,SANTA CRUZ DA BAIXA VERDE,Feminicídio,1.0,0.0,1.0,,2020,9,Terça,-7.8185452,-38.1523506
PE,SÃO BENTO DO UNA,Feminicídio,1.0,0.0,1.0,,2020,9,Terça,-8.5196562,-36.4454372
PE,SURUBIM,Feminicídio,1.0,0.0,1.0,,2020,9,Terça,-7.8424353,-35.7539722
PI,ALVORADA DO GURGUÉIA,Feminicídio,1.0,0.0,1.0,,2020,9,Terça,-8.4324457,-44.02898018408521
PI,BOM JESUS,Feminicídio,1.0,0.0,1.0,,2020,9,Terça,-9.0711644,-44.3583926
PR,APUCARANA,Feminicídio,1.0,0.0,1.0,,2020,9,Terça,-23.5525327,-51.4610764
PR,ARAPONGAS,Feminicídio,1.0,0.0,1.0,,2020,9,Terça,-23.4152862,-51.4293961
PR,ARAUCÁRIA,Feminicídio,1.0,0.0,1.0,,2020,9,Terça,-25.5861107,-49.4051209
PR,CURITIBA,Feminicídio,1.0,0.0,1.0,,2020,9,Terça,-25.4295963,-49.2712724
PR,IPORÃ,Feminicídio,1.0,0.0,1.0,,2020,9,Terça,-24.0039474,-53.7100595
PR,MATINHOS,Feminicídio,1.0,0.0,1.0,,2020,9,Terça,-25.8187096,-48.534204
PR,QUATRO BARRAS,Feminicídio,1.0,0.0,1.0,,2020,9,Terça,-25.3708987,-49.0745672
RJ,BELFORD ROXO,Feminicídio,1.0,0.0,1.0,,2020,9,Terça,-22.7667284,-43.4033603
RJ,CAMPOS DOS GOYTACAZES,Feminicídio,1.0,0.0,1.0,,2020,9,Terça,-21.7546,-41.3242
RJ,NILÓPOLIS,Feminicídio,1.0,0.0,1.0,,2020,9,Terça,-22.8080114,-43.4138222
RJ,RIO DAS OSTRAS,Feminicídio,1.0,0.0,1.0,,2020,9,Terça,-22.5269448,-41.944972
RJ,RIO DE JANEIRO,Feminicídio,1.0,0.0,1.0,,2020,9,Terça,-22.9110137,-43.2093727
RJ,SÃO GONÇALO,Feminicídio,1.0,0.0,1.0,,2020,9,Terça,-22.821635,-42.99567968770695
RO,CEREJEIRAS,Feminicídio,1.0,,1.0,,2020,9,Terça,-13.186987,-60.816836
RO,PORTO VELHO,Feminicídio,1.0,,1.0,,2020,9,Terça,-8.7494525,-63.8735438
RR,ALTO ALEGRE,Feminicídio,1.0,0.0,1.0,,2020,9,Terça,2.9900927,-61.3089649
RR,BOA VISTA,Feminicídio,1.0,0.0,1.0,,2020,9,Terça,2.8208478,-60.6719582
RR,SÃO JOÃO DA BALIZA,Feminicídio,1.0,0.0,1.0,,2020,9,Terça,0.951659,-59.913293
RS,BOM RETIRO DO SUL,Feminicídio,1.0,0.0,1.0,,2020,9,Terça,-29.6000007,-51.9359243
RS,CONDOR,Feminicídio,1.0,0.0,1.0,,2020,9,Terça,-28.2058277,-53.4844696
RS,PASSO FUNDO,Feminicídio,1.0,0.0,1.0,,2020,9,Terça,-28.2550598,-52.3966606
RS,PORTO ALEGRE,Feminicídio,1.0,0.0,1.0,,2020,9,Terça,-30.0324999,-51.2303767
RS,SANTA CRUZ DO SUL,Feminicídio,1.0,0.0,1.0,,2020,9,Terça,-29.714209,-52.4285807
SC,ARARANGUÁ,Feminicídio,1.0,0.0,1.0,,2020,9,Terça,-28.9348832,-49.4858389
SC,BALNEÁRIO ARROIO DO SILVA,Feminicídio,1.0,0.0,1.0,,2020,9,Terça,-28.9815269,-49.4189932
SC,BLUMENAU,Feminicídio,1.0,0.0,1.0,,2020,9,Terça,-26.9195567,-49.0658025
SC,CAMBORIÚ,Feminicídio,1.0,0.0,1.0,,2020,9,Terça,-27.0273601,-48.6535657
SC,FLORIANÓPOLIS,Feminicídio,1.0,0.0,1.0,,2020,9,Terça,-27.5973002,-48.5496098
SC,ITAPEMA,Feminicídio,1.0,0.0,1.0,,2020,9,Terça,-27.09472,-48.6137778
SP,EMBU DAS ARTES,Feminicídio,1.0,0.0,1.0,,2020,9,Terça,-23.6495294,-46.8528497
SP,FRANCO DA ROCHA,Feminicídio,1.0,0.0,1.0,,2020,9,Terça,-23.3328038,-46.724446
SP,IGUAPE,Feminicídio,1.0,0.0,1.0,,2020,9,Terça,-24.7042692,-47.5563733
SP,JANDIRA,Feminicídio,1.0,0.0,1.0,,2020,9,Terça,-23.5282246,-46.902003
SP,JAÚ,Feminicídio,1.0,0.0,1.0,,2020,9,Terça,-22.293585,-48.559193
SP,LORENA,Feminicídio,1.0,0.0,1.0,,2020,9,Terça,-22.7367652,-45.1070876
SP,MONGAGUÁ,Feminicídio,1.0,0.0,1.0,,2020,9,Terça,-24.0959454,-46.6234361
SP,PAULÍNIA,Feminicídio,1.0,0.0,1.0,,2020,9,Terça,-22.7630391,-47.1532213
SP,SÃO BERNARDO DO CAMPO,Feminicídio,1.0,0.0,1.0,,2020,9,Terça,-23.7080345,-46.5506747
SP,SÃO CARLOS,Feminicídio,1.0,0.0,1.0,,2020,9,Terça,-21.87880225,-47.85676193964187
SP,SÃO JOSÉ DO RIO PRETO,Feminicídio,1.0,0.0,1.0,,2020,9,Terça,-20.8125851,-49.3804212
SP,SÃO PAULO,Feminicídio,4.0,0.0,4.0,,2020,9,Terça,-23.5506507,-46.6333824
SP,SÃO VICENTE,Feminicídio,1.0,0.0,1.0,,2020,9,Terça,-23.9664177,-46.3861401
SP,SUMARÉ,Feminicídio,1.0,0.0,1.0,,2020,9,Terça,-22.8217964,-47.267105
TO,ABREULÂNDIA,Feminicídio,1.0,0.0,1.0,,2020,9,Terça,-9.6221526,-49.1558343
AL,ATALAIA,Feminicídio,1.0,0.0,1.0,,2020,10,Quinta,-9.5029595,-36.0219316
AL,JAPARATINGA,Feminicídio,1.0,0.0,1.0,,2020,10,Quinta,-9.087464,-35.263403
AL,MAR VERMELHO,Feminicídio,1.0,0.0,1.0,,2020,10,Quinta,-9.447393,-36.388076
AL,PIAÇABUÇU,Feminicídio,1.0,0.0,1.0,,2020,10,Quinta,-10.4066897,-36.433654
AM,MANAUS,Feminicídio,1.0,0.0,1.0,,2020,10,Quinta,-3.1316333,-59.9825041
BA,CAMPO FORMOSO,Feminicídio,1.0,0.0,1.0,,2020,10,Quinta,-10.51055,-40.320031
BA,CANAVIEIRAS,Feminicídio,1.0,0.0,1.0,,2020,10,Quinta,-15.6790128,-38.9449622
BA,CARAVELAS,Feminicídio,1.0,0.0,1.0,,2020,10,Quinta,-17.734979,-39.2627179
BA,GANDU,Feminicídio,1.0,0.0,1.0,,2020,10,Quinta,-13.7448138,-39.4844732
BA,IBOTIRAMA,Feminicídio,1.0,0.0,1.0,,2020,10,Quinta,-12.1829519,-43.2181138
BA,IGUAÍ,Feminicídio,1.0,0.0,1.0,,2020,10,Quinta,-14.752754,-40.089417
BA,INHAMBUPE,Feminicídio,1.0,0.0,1.0,,2020,10,Quinta,-11.7921718,-38.3596957
BA,MUCURI,Feminicídio,1.0,0.0,1.0,,2020,10,Quinta,-18.0864709,-39.5512819
BA,SALVADOR,Feminicídio,5.0,0.0,5.0,,2020,10,Quinta,-12.9822499,-38.4812772
BA,SANTA BÁRBARA,Feminicídio,1.0,0.0,1.0,,2020,10,Quinta,-11.9543757,-38.9736385
BA,TEIXEIRA DE FREITAS,Feminicídio,1.0,0.0,1.0,,2020,10,Quinta,-17.5384774,-39.7451701
CE,FORTALEZA,Feminicídio,1.0,0.0,1.0,,2020,10,Quinta,-3.7304512,-38.5217989
CE,PARAIPABA,Feminicídio,1.0,0.0,1.0,,2020,10,Quinta,-3.437987,-39.147868
CE,SANTA QUITÉRIA,Feminicídio,1.0,0.0,1.0,,2020,10,Quinta,-4.3336553,-40.1544913
ES,ALTO RIO NOVO,Feminicídio,1.0,0.0,1.0,,2020,10,Quinta,-19.0577208,-41.0171518
ES,JAGUARÉ,Feminicídio,1.0,0.0,1.0,,2020,10,Quinta,-18.9058375,-40.0710964
ES,VITÓRIA,Feminicídio,1.0,0.0,1.0,,2020,10,Quinta,-20.3200917,-40.3376682
GO,CARMO DO RIO VERDE,Feminicídio,1.0,0.0,1.0,,2020,10,Quinta,-15.3549139,-49.707975
GO,CRISTALINA,Feminicídio,1.0,0.0,1.0,,2020,10,Quinta,-16.7680599,-47.6133427
GO,LUZIÂNIA,Feminicídio,1.0,0.0,1.0,,2020,10,Quinta,-16.2535456,-47.9500276
GO,SÃO SIMÃO,Feminicídio,1.0,0.0,1.0,,2020,10,Quinta,-18.9939882,-50.5463828
MA,ITINGA DO MARANHÃO,Feminicídio,1.0,0.0,1.0,,2020,10,Quinta,-4.452925,-47.5253727
MA,SÃO JOSÉ DE RIBAMAR,Feminicídio,1.0,0.0,1.0,,2020,10,Quinta,-2.5609115,-44.0559509
MG,ANTÔNIO CARLOS,Feminicídio,1.0,0.0,1.0,,2020,10,Quinta,-21.318334,-43.746666
MG,BAEPENDI,Feminicídio,1.0,0.0,1.0,,2020,10,Quinta,-21.9575733,-44.8891463
MG,BANDEIRA DO SUL,Feminicídio,1.0,0.0,1.0,,2020,10,Quinta,-21.728056,-46.385555
MG,BELO HORIZONTE,Feminicídio,4.0,0.0,4.0,,2020,10,Quinta,-19.9227318,-43.9450948
MG,CONCEIÇÃO DOS OUROS,Feminicídio,1.0,0.0,1.0,,2020,10,Quinta,-22.4124143,-45.797067
MG,CONTAGEM,Feminicídio,1.0,0.0,1.0,,2020,10,Quinta,-19.9132749,-44.0840953
MG,DIVINÓPOLIS,Feminicídio,1.0,0.0,1.0,,2020,10,Quinta,-20.1597921,-44.8739341
MG,FRONTEIRA DOS VALES,Feminicídio,1.0,0.0,1.0,,2020,10,Quinta,-16.8929212,-40.9250417
MG,GONZAGA,Feminicídio,1.0,0.0,1.0,,2020,10,Quinta,-18.8239154,-42.4787064
MG,IGARAPÉ,Feminicídio,1.0,0.0,1.0,,2020,10,Quinta,-20.068789,-44.3017439
MG,JUIZ DE FORA,Feminicídio,1.0,0.0,1.0,,2020,10,Quinta,-21.7609533,-43.3501129
MG,UBERABA,Feminicídio,1.0,0.0,1.0,,2020,10,Quinta,-19.750833,-47.936666
MS,ANASTÁCIO,Feminicídio,1.0,0.0,1.0,,2020,10,Quinta,-20.4832458,-55.8048448
MS,DOURADOS,Feminicídio,1.0,0.0,1.0,,2020,10,Quinta,-22.2206145,-54.812208
MT,ARAPUTANGA,Feminicídio,1.0,0.0,1.0,,2020,10,Quinta,-15.4710868,-58.346796
MT,QUERÊNCIA,Feminicídio,1.0,0.0,1.0,,2020,10,Quinta,-12.5944625,-52.2088505
PA,ANANINDEUA,Feminicídio,1.0,0.0,1.0,,2020,10,Quinta,-1.374035,-48.4016623
PA,NOVO REPARTIMENTO,Feminicídio,1.0,0.0,1.0,,2020,10,Quinta,-4.2519172,-49.9524257
PB,BOQUEIRÃO,Feminicídio,1.0,0.0,1.0,,2020,10,Quinta,-7.487004,-36.130887
PB,JOÃO PESSOA,Feminicídio,1.0,0.0,1.0,,2020,10,Quinta,-7.1215981,-34.882028
PE,BELO JARDIM,Feminicídio,2.0,0.0,2.0,,2020,10,Quinta,-8.3338293,-36.4176419
PE,CAMARAGIBE,Feminicídio,1.0,0.0,1.0,,2020,10,Quinta,-8.0213832,-34.9810768
PE,MANARI,Feminicídio,1.0,0.0,1.0,,2020,10,Quinta,-8.9616166,-37.624648
PE,SANTA CRUZ DO CAPIBARIBE,Feminicídio,1.0,0.0,1.0,,2020,10,Quinta,-7.948019,-36.206092
PE,SERTÂNIA,Feminicídio,1.0,0.0,1.0,,2020,10,Quinta,-8.068467,-37.268393
PI,CASTELO DO PIAUÍ,Feminicídio,1.0,0.0,1.0,,2020,10,Quinta,-5.3230426,-41.5546185
PI,CORRENTE,Feminicídio,1.0,0.0,1.0,,2020,10,Quinta,-10.4401356,-45.1627472
PI,TERESINA,Feminicídio,1.0,0.0,1.0,,2020,10,Quinta,-5.0874608,-42.8049571
PR,CASTRO,Feminicídio,1.0,0.0,1.0,,2020,10,Quinta,-24.794072,-49.9972914
PR,DOIS VIZINHOS,Feminicídio,1.0,0.0,1.0,,2020,10,Quinta,-25.7464681,-53.0554369
PR,GENERAL CARNEIRO,Feminicídio,1.0,0.0,1.0,,2020,10,Quinta,-26.422982,-51.3146691
PR,SÃO JOÃO,Feminicídio,1.0,0.0,1.0,,2020,10,Quinta,-25.8273206,-52.7256633
PR,SÃO JOSÉ DOS PINHAIS,Feminicídio,2.0,0.0,2.0,,2020,10,Quinta,-25.533816,-49.2072163
RJ,DUQUE DE CAXIAS,Feminicídio,1.0,0.0,1.0,,2020,10,Quinta,-22.6429163,-43.30212662909119
RJ,RIO DE JANEIRO,Feminicídio,2.0,0.0,2.0,,2020,10,Quinta,-22.9110137,-43.2093727
RO,JI-PARANÁ,Feminicídio,1.0,,1.0,,2020,10,Quinta,-10.8778148,-61.9277854
RS,CAÇAPAVA DO SUL,Feminicídio,1.0,0.0,1.0,,2020,10,Quinta,-30.5113286,-53.4916761
RS,FARROUPILHA,Feminicídio,1.0,0.0,1.0,,2020,10,Quinta,-29.22647,-51.3468188
RS,GUAÍBA,Feminicídio,1.0,0.0,1.0,,2020,10,Quinta,-30.1130731,-51.329442
RS,LAGOA VERMELHA,Feminicídio,1.0,0.0,1.0,,2020,10,Quinta,-28.2087034,-51.527499
RS,PASSO FUNDO,Feminicídio,1.0,0.0,1.0,,2020,10,Quinta,-28.2550598,-52.3966606
RS,SÃO JOSÉ DO OURO,Feminicídio,1.0,0.0,1.0,,2020,10,Quinta,-27.7736185,-51.5947672
SC,FLORIANÓPOLIS,Feminicídio,1.0,0.0,1.0,,2020,10,Quinta,-27.5973002,-48.5496098
SC,MAFRA,Feminicídio,1.0,0.0,1.0,,2020,10,Quinta,-26.1150943,-49.8035982
SC,MASSARANDUBA,Feminicídio,1.0,0.0,1.0,,2020,10,Quinta,-26.610868,-49.005351
SC,SOMBRIO,Feminicídio,1.0,0.0,1.0,,2020,10,Quinta,-29.107985,-49.632776
SP,ARAÇATUBA,Feminicídio,1.0,0.0,1.0,,2020,10,Quinta,-21.207992,-50.4390225
SP,CAIEIRAS,Feminicídio,1.0,0.0,1.0,,2020,10,Quinta,-23.3644621,-46.7484765
SP,ITAPEVI,Feminicídio,1.0,0.0,1.0,,2020,10,Quinta,-23.54888,-46.933889
SP,LIMEIRA,Feminicídio,1.0,0.0,1.0,,2020,10,Quinta,-22.5615068,-47.401766
SP,NAZARÉ PAULISTA,Feminicídio,1.0,0.0,1.0,,2020,10,Quinta,-23.1819309,-46.3992986
SP,PINHALZINHO,Feminicídio,1.0,0.0,1.0,,2020,10,Quinta,-22.7824349,-46.5901718
SP,PONTAL,Feminicídio,1.0,0.0,1.0,,2020,10,Quinta,-21.0239714,-48.0393457
SP,SÃO PAULO,Feminicídio,5.0,0.0,5.0,,2020,10,Quinta,-23.5506507,-46.6333824
SP,SÃO PEDRO,Feminicídio,1.0,0.0,1.0,,2020,10,Quinta,-22.5512765,-47.9072359
SP,ZACARIAS,Feminicídio,1.0,0.0,1.0,,2020,10,Quinta,-21.0523649,-50.0514502
TO,NATIVIDADE,Feminicídio,1.0,0.0,1.0,,2020,10,Quinta,-11.7089881,-47.7284165
TO,PEDRO AFONSO,Feminicídio,1.0,0.0,1.0,,2020,10,Quinta,-8.9757351,-48.1733282
AC,PORTO ACRE,Feminicídio,1.0,0.0,1.0,,2020,11,Domingo,-9.5879722,-67.53307
AL,MACEIÓ,Feminicídio,2.0,0.0,2.0,,2020,11,Domingo,-9.6476843,-35.7339264
AM,MANAUS,Feminicídio,1.0,0.0,1.0,,2020,11,Domingo,-3.1316333,-59.9825041
BA,CAETITÉ,Feminicídio,1.0,0.0,1.0,,2020,11,Domingo,-14.0691776,-42.4852428
BA,CORAÇÃO DE MARIA,Feminicídio,1.0,0.0,1.0,,2020,11,Domingo,-12.2484345,-38.7499274
BA,ITABUNA,Feminicídio,2.0,0.0,2.0,,2020,11,Domingo,-14.793173,-39.2750341
BA,MAIRI,Feminicídio,1.0,0.0,1.0,,2020,11,Domingo,-11.7077488,-40.1484881
BA,PAULO AFONSO,Feminicídio,1.0,0.0,1.0,,2020,11,Domingo,-9.3991006,-38.226711
BA,PRESIDENTE DUTRA,Feminicídio,1.0,0.0,1.0,,2020,11,Domingo,-11.2959181,-41.9871566
BA,SALVADOR,Feminicídio,1.0,0.0,1.0,,2020,11,Domingo,-12.9822499,-38.4812772
BA,SANTO ANTÔNIO DE JESUS,Feminicídio,2.0,0.0,2.0,,2020,11,Domingo,-12.9689361,-39.260914
CE,MILAGRES,Feminicídio,1.0,0.0,1.0,,2020,11,Domingo,-7.3106846,-38.9447146
ES,SERRA,Feminicídio,1.0,0.0,1.0,,2020,11,Domingo,-20.1252961,-40.3064477
ES,VITÓRIA,Feminicídio,1.0,0.0,1.0,,2020,11,Domingo,-20.3200917,-40.3376682
GO,CAMPOS BELOS,Feminicídio,1.0,0.0,1.0,,2020,11,Domingo,-13.0349839,-46.768112
GO,FORMOSA,Feminicídio,1.0,0.0,1.0,,2020,11,Domingo,-15.5492443,-47.3301212
GO,LUZIÂNIA,Feminicídio,1.0,0.0,1.0,,2020,11,Domingo,-16.2535456,-47.9500276
GO,MAURILÂNDIA,Feminicídio,1.0,0.0,1.0,,2020,11,Domingo,-17.9718589,-50.3388361
GO,PLANALTINA,Feminicídio,1.0,0.0,1.0,,2020,11,Domingo,-15.4571536,-47.6089024
MA,BARRA DO CORDA,Feminicídio,1.0,0.0,1.0,,2020,11,Domingo,-5.496823,-45.248496
MA,CAROLINA,Feminicídio,1.0,0.0,1.0,,2020,11,Domingo,-7.3313437,-47.4738762
MA,LAGO DA PEDRA,Feminicídio,1.0,0.0,1.0,,2020,11,Domingo,-4.5627272,-45.1298628
MA,PAÇO DO LUMIAR,Feminicídio,1.0,0.0,1.0,,2020,11,Domingo,-2.5329055,-44.1591965
MA,SÃO JOSÉ DE RIBAMAR,Feminicídio,1.0,0.0,1.0,,2020,11,Domingo,-2.5609115,-44.0559509
MA,SÃO LUÍS,Feminicídio,1.0,0.0,1.0,,2020,11,Domingo,-2.5295265,-44.2963942
MA,VIANA,Feminicídio,1.0,0.0,1.0,,2020,11,Domingo,-3.2099341,-45.0002456
MG,ALBERTINA,Feminicídio,1.0,0.0,1.0,,2020,11,Domingo,-22.200556,-46.615556
MG,BELO HORIZONTE,Feminicídio,1.0,0.0,1.0,,2020,11,Domingo,-19.9227318,-43.9450948
MG,BOA ESPERANÇA,Feminicídio,1.0,0.0,1.0,,2020,11,Domingo,-21.0901253,-45.5660195
MG,BOM SUCESSO,Feminicídio,1.0,0.0,1.0,,2020,11,Domingo,-21.0323516,-44.7598082
MG,BOTELHOS,Feminicídio,1.0,0.0,1.0,,2020,11,Domingo,-21.6500058,-46.3947355
MG,CAMPANÁRIO,Feminicídio,1.0,0.0,1.0,,2020,11,Domingo,-18.2392822,-41.7271598
MG,CARATINGA,Feminicídio,1.0,0.0,1.0,,2020,11,Domingo,-19.7900887,-42.140533
MG,CONCEIÇÃO DA APARECIDA,Feminicídio,1.0,0.0,1.0,,2020,11,Domingo,-21.094166,-46.204444
MG,GUANHÃES,Feminicídio,1.0,0.0,1.0,,2020,11,Domingo,-18.7753627,-42.9340634
MG,MANHUMIRIM,Feminicídio,1.0,0.0,1.0,,2020,11,Domingo,-20.3599141,-41.9554606
MG,SÃO LOURENÇO,Feminicídio,1.0,0.0,1.0,,2020,11,Domingo,-22.116389,-45.054167
MG,SÃO SEBASTIÃO DO RIO VERDE,Feminicídio,1.0,0.0,1.0,,2020,11,Domingo,-22.2174751,-44.9783312
MG,TEÓFILO OTONI,Feminicídio,1.0,0.0,1.0,,2020,11,Domingo,-17.8579267,-41.5081533
MS,AMAMBAI,Feminicídio,1.0,0.0,1.0,,2020,11,Domingo,-23.1082701,-55.2284854
MS,CAMPO GRANDE,Feminicídio,1.0,0.0,1.0,,2020,11,Domingo,-20.4640173,-54.6162947
MS,CASSILÂNDIA,Feminicídio,1.0,0.0,1.0,,2020,11,Domingo,-19.1128242,-51.7345354
MS,TRÊS LAGOAS,Feminicídio,1.0,0.0,1.0,,2020,11,Domingo,-20.7866799,-51.7061247
MT,BARRA DO GARÇAS,Feminicídio,1.0,0.0,1.0,,2020,11,Domingo,-15.8916033,-52.2615413
MT,CUIABÁ,Feminicídio,2.0,0.0,2.0,,2020,11,Domingo,-15.5986686,-56.0991301
MT,ITIQUIRA,Feminicídio,1.0,0.0,1.0,,2020,11,Domingo,-17.2033274,-54.1446924
MT,NOVA MARILÂNDIA,Feminicídio,1.0,0.0,1.0,,2020,11,Domingo,-14.3653436,-56.9709009
MT,NOVA XAVANTINA,Feminicídio,1.0,0.0,1.0,,2020,11,Domingo,-14.6794165,-52.351994
MT,PONTES E LACERDA,Feminicídio,1.0,0.0,1.0,,2020,11,Domingo,-15.2315171,-59.3349512
MT,RESERVA DO CABAÇAL,Feminicídio,1.0,0.0,1.0,,2020,11,Domingo,-15.1211207,-58.3836183
PA,BELÉM,Feminicídio,1.0,0.0,1.0,,2020,11,Domingo,-1.45056,-48.4682453
PA,GARRAFÃO DO NORTE,Feminicídio,1.0,0.0,1.0,,2020,11,Domingo,-1.9282256,-47.0513157
PA,RONDON DO PARÁ,Feminicídio,1.0,0.0,1.0,,2020,11,Domingo,-4.7804416,-48.06983
PB,SÃO BENTO,Feminicídio,1.0,0.0,1.0,,2020,11,Domingo,-6.4859187,-37.4469328
PE,CABO DE SANTO AGOSTINHO,Feminicídio,1.0,0.0,1.0,,2020,11,Domingo,-8.2838945,-35.0320984
PE,JABOATÃO DOS GUARARAPES,Feminicídio,1.0,0.0,1.0,,2020,11,Domingo,-8.1752476,-34.9468716
PE,LAJEDO,Feminicídio,1.0,0.0,1.0,,2020,11,Domingo,-8.657914,-36.329336
PE,MACHADOS,Feminicídio,1.0,0.0,1.0,,2020,11,Domingo,-7.6876999,-35.5126635
PE,OLINDA,Feminicídio,1.0,0.0,1.0,,2020,11,Domingo,-7.9986401,-34.8459552
PE,PESQUEIRA,Feminicídio,1.0,0.0,1.0,,2020,11,Domingo,-8.3574471,-36.6968238
PI,CARACOL,Feminicídio,1.0,0.0,1.0,,2020,11,Domingo,-9.2804898,-43.3284924
PI,ESPERANTINA,Feminicídio,1.0,0.0,1.0,,2020,11,Domingo,-3.8950963,-42.2370595
PI,OEIRAS,Feminicídio,1.0,0.0,1.0,,2020,11,Domingo,-7.0174887,-42.1314478
PI,TERESINA,Feminicídio,1.0,0.0,1.0,,2020,11,Domingo,-5.0874608,-42.8049571
PR,CASCAVEL,Feminicídio,3.0,0.0,3.0,,2020,11,Domingo,-24.9554996,-53.4560544
PR,CORNÉLIO PROCÓPIO,Feminicídio,1.0,0.0,1.0,,2020,11,Domingo,-23.1825218,-50.6499263
